Customer ID,MonetaryValue,Frequency,Recency,Cluster,Simplified Cluster Label
13416.0,712.5,2,43,3,Growing
13417.0,640.83,2,4,3,Growing
13419.0,221.06,1,63,0,Inactive
13420.0,159.85,2,149,0,Inactive
13421.0,1851.08,2,39,1,Churn Risk
13422.0,2626.3,1,63,2,Loyal
13425.0,1624.21,3,107,1,Churn Risk
13426.0,3641.32,10,0,2,Loyal
13427.0,582.6,3,18,0,Inactive
13428.0,218.47,1,9,0,Inactive
13429.0,1006.8,4,10,3,Growing
13430.0,679.45,2,18,3,Growing
13431.0,1269.1,2,66,3,Growing
13434.0,534.24,2,73,0,Inactive
13436.0,196.89,1,1,0,Inactive
13437.0,3408.06,7,13,2,Loyal
13439.0,283.71,1,254,0,Inactive
13441.0,296.64,1,91,0,Inactive
13447.0,1129.14,3,22,3,Growing
13448.0,3539.37,6,16,2,Loyal
13449.0,291.88,1,23,0,Inactive
13450.0,2043.72,6,26,1,Churn Risk
13451.0,2976.15,5,25,2,Loyal
13452.0,590.0,2,258,0,Inactive
13453.0,356.98,2,165,0,Inactive
13455.0,1058.34,2,24,3,Growing
13456.0,1766.72,6,17,1,Churn Risk
13460.0,183.44,2,28,0,Inactive
13461.0,1445.0,3,38,1,Churn Risk
13462.0,151.5,1,252,0,Inactive
13464.0,674.68,1,57,3,Growing
13466.0,307.9,1,183,0,Inactive
13467.0,1083.71,2,10,3,Growing
13470.0,165.0,2,98,0,Inactive
13471.0,2531.58,4,0,2,Loyal
13473.0,422.64,2,60,0,Inactive
13474.0,229.59,1,235,0,Inactive
13475.0,1431.78,4,190,1,Churn Risk
13476.0,1238.47,2,178,3,Growing
13477.0,1454.58,6,37,1,Churn Risk
13479.0,300.95,2,200,0,Inactive
13481.0,1804.56,5,45,1,Churn Risk
13482.0,184.64,1,231,0,Inactive
13483.0,140.34,1,65,0,Inactive
13484.0,313.8,1,240,0,Inactive
13485.0,454.24,1,232,0,Inactive
13486.0,1122.41,3,77,3,Growing
13487.0,575.4,3,57,0,Inactive
13489.0,449.52,4,104,0,Inactive
13491.0,1215.82,10,51,3,Growing
13492.0,1269.84,3,135,3,Growing
13493.0,618.63,2,274,0,Inactive
13494.0,316.26000000000005,1,311,0,Inactive
13495.0,2044.87,5,7,1,Churn Risk
13496.0,653.33,2,10,3,Growing
13497.0,348.05,2,282,0,Inactive
13499.0,1159.11,5,17,3,Growing
13500.0,1166.77,3,22,3,Growing
13501.0,1340.32,1,287,3,Growing
13502.0,292.0,3,16,0,Inactive
13503.0,216.85,1,70,0,Inactive
13504.0,295.93,1,63,0,Inactive
13506.0,458.52,2,315,0,Inactive
13507.0,2479.16,4,2,2,Loyal
13508.0,110.97,1,243,0,Inactive
13509.0,979.72,7,8,3,Growing
13510.0,1791.56,4,0,1,Churn Risk
13512.0,251.21,1,260,0,Inactive
13513.0,205.1,1,126,0,Inactive
13514.0,152.20000000000002,1,73,0,Inactive
13515.0,891.12,4,72,3,Growing
13516.0,1389.41,3,20,1,Churn Risk
13517.0,2128.42,3,59,1,Churn Risk
13518.0,659.4399999999999,1,85,3,Growing
13519.0,122.75,1,77,0,Inactive
13520.0,3624.35,6,58,2,Loyal
13521.0,1093.65,3,0,3,Growing
13522.0,125.8,1,29,0,Inactive
13524.0,680.1800000000001,5,40,3,Growing
13525.0,628.78,2,14,3,Growing
13527.0,2287.51,7,33,1,Churn Risk
13529.0,307.76,2,78,0,Inactive
13531.0,483.8,2,204,0,Inactive
13532.0,210.31,1,33,0,Inactive
13533.0,270.79,3,182,0,Inactive
13536.0,3448.29,7,0,2,Loyal
13538.0,1280.85,7,42,3,Growing
13539.0,631.34,3,85,3,Growing
13544.0,291.41,2,39,0,Inactive
13546.0,626.99,3,11,3,Growing
13548.0,682.41,2,95,3,Growing
13549.0,918.2,7,25,3,Growing
13551.0,91.8,1,318,0,Inactive
13557.0,584.06,2,27,0,Inactive
13558.0,605.06,4,5,3,Growing
13560.0,174.37,1,6,0,Inactive
13561.0,141.86,1,215,0,Inactive
13562.0,1799.33,3,81,1,Churn Risk
13563.0,777.53,2,83,3,Growing
13564.0,1749.02,3,143,1,Churn Risk
13565.0,240.22,2,18,0,Inactive
13566.0,874.71,2,40,3,Growing
13568.0,192.85,1,172,0,Inactive
13569.0,373.75,2,16,0,Inactive
13570.0,239.49,1,242,0,Inactive
13571.0,2092.32,12,12,1,Churn Risk
13572.0,1384.25,1,205,1,Churn Risk
13573.0,294.4,2,49,0,Inactive
13575.0,732.0699999999999,5,22,3,Growing
13577.0,1687.6,4,24,1,Churn Risk
13579.0,467.04,2,14,0,Inactive
13581.0,118.0,1,308,0,Inactive
13583.0,781.03,1,155,3,Growing
13584.0,142.4,1,306,0,Inactive
13587.0,712.4,1,63,3,Growing
13588.0,2478.95,9,15,2,Loyal
13589.0,379.65,2,14,0,Inactive
13590.0,1981.92,6,10,1,Churn Risk
13591.0,1117.13,3,64,3,Growing
13592.0,247.96,4,35,0,Inactive
13593.0,2037.08,5,107,1,Churn Risk
13594.0,396.97,1,52,0,Inactive
13596.0,697.04,2,5,3,Growing
13598.0,180.17,1,46,0,Inactive
13600.0,219.52,1,311,0,Inactive
13601.0,693.32,2,44,3,Growing
13602.0,428.89,1,64,0,Inactive
13603.0,164.34,1,25,0,Inactive
13606.0,280.54,3,28,0,Inactive
13607.0,678.01,1,39,3,Growing
13610.0,1131.88,7,11,3,Growing
13611.0,1171.8,3,88,3,Growing
13614.0,1610.46,4,23,1,Churn Risk
13615.0,417.69,1,318,0,Inactive
13617.0,544.18,3,39,0,Inactive
13618.0,177.34,1,173,0,Inactive
13621.0,213.85,1,116,0,Inactive
13623.0,747.78,5,30,3,Growing
13626.0,257.23,1,252,0,Inactive
13627.0,1638.47,5,58,1,Churn Risk
13630.0,2031.78,7,4,1,Churn Risk
13631.0,3070.42,11,99,2,Loyal
13632.0,2121.27,5,24,1,Churn Risk
13634.0,1575.16,5,32,1,Churn Risk
13635.0,1071.03,1,67,3,Growing
13636.0,949.12,5,36,3,Growing
13637.0,810.5,3,51,3,Growing
13638.0,122.64,1,15,0,Inactive
13639.0,1033.34,1,73,3,Growing
13642.0,354.8,1,215,0,Inactive
13643.0,519.44,3,30,0,Inactive
13644.0,2624.26,4,15,2,Loyal
13645.0,252.1,1,119,0,Inactive
13647.0,1678.12,4,9,1,Churn Risk
13649.0,346.6,2,256,0,Inactive
13650.0,1836.34,6,16,1,Churn Risk
13651.0,94.2,2,34,0,Inactive
13652.0,1095.08,3,45,3,Growing
13654.0,2707.33,6,42,2,Loyal
13655.0,932.97,2,113,3,Growing
13656.0,379.65,2,164,0,Inactive
13657.0,382.14,2,10,0,Inactive
13658.0,2639.17,5,9,2,Loyal
13659.0,1573.2,2,205,1,Churn Risk
13662.0,897.76,3,85,3,Growing
13663.0,189.47,1,178,0,Inactive
13666.0,84.65,3,59,0,Inactive
13667.0,305.02,1,148,0,Inactive
13669.0,218.55,2,50,0,Inactive
13670.0,349.7,1,74,0,Inactive
13672.0,186.39,2,300,0,Inactive
13673.0,396.92,2,18,0,Inactive
13675.0,486.8200000000001,2,150,0,Inactive
13678.0,232.6,1,151,0,Inactive
13681.0,827.83,4,17,3,Growing
13682.0,59.5,1,186,0,Inactive
13684.0,67.23,1,285,0,Inactive
13685.0,3119.44,7,2,2,Loyal
13686.0,72.0,1,182,0,Inactive
13689.0,910.0,1,62,3,Growing
13690.0,172.25,1,58,0,Inactive
13692.0,1488.32,3,24,1,Churn Risk
13695.0,2504.13,15,30,2,Loyal
13697.0,151.29999999999998,1,38,0,Inactive
13699.0,308.58000000000004,1,154,0,Inactive
13700.0,2265.12,10,25,1,Churn Risk
13703.0,99.5,1,317,0,Inactive
13704.0,2308.06,9,4,1,Churn Risk
13705.0,711.86,3,7,3,Growing
13706.0,330.79,1,302,0,Inactive
13707.0,806.41,2,266,3,Growing
13708.0,296.88,1,270,0,Inactive
13710.0,180.48,1,31,0,Inactive
13711.0,252.06,2,218,0,Inactive
13712.0,228.84,1,246,0,Inactive
13715.0,1079.34,5,280,3,Growing
13716.0,138.28,1,268,0,Inactive
13717.0,1445.01,6,31,1,Churn Risk
13718.0,306.55,2,245,0,Inactive
13719.0,1041.68,5,14,3,Growing
13720.0,799.9,4,116,3,Growing
13721.0,524.14,1,35,0,Inactive
13722.0,2375.41,3,131,2,Loyal
13723.0,199.85,1,216,0,Inactive
13725.0,1980.56,8,49,1,Churn Risk
13726.0,1079.66,2,38,3,Growing
13727.0,333.48,2,28,0,Inactive
13728.0,1016.14,6,36,3,Growing
13730.0,752.6,2,135,3,Growing
13731.0,610.59,2,218,0,Inactive
13732.0,491.86,1,27,0,Inactive
13735.0,2885.24,4,24,2,Loyal
13736.0,731.9,2,4,3,Growing
13737.0,339.6,1,199,0,Inactive
13739.0,216.9,1,17,0,Inactive
13740.0,350.75,1,240,0,Inactive
13741.0,668.4300000000001,3,71,3,Growing
13742.0,3131.02,12,16,2,Loyal
13743.0,1341.6,7,2,3,Growing
13744.0,1156.36,2,94,3,Growing
13745.0,300.04,1,161,0,Inactive
13747.0,79.6,1,373,0,Inactive
13748.0,948.25,5,95,3,Growing
13750.0,1647.26,5,53,1,Churn Risk
13751.0,296.25,1,287,0,Inactive
13752.0,1186.28,6,123,3,Growing
13753.0,741.26,1,287,3,Growing
13754.0,282.6,2,151,0,Inactive
13755.0,2161.35,9,3,1,Churn Risk
13758.0,3190.55,7,11,2,Loyal
13759.0,659.4100000000001,2,32,3,Growing
13760.0,286.79,2,53,0,Inactive
13761.0,1070.65,2,49,3,Growing
13762.0,306.72,1,218,0,Inactive
13763.0,1714.96,1,62,1,Churn Risk
13764.0,1521.76,3,70,1,Churn Risk
13769.0,2796.51,10,1,2,Loyal
13771.0,2634.45,4,63,2,Loyal
13772.0,1132.13,3,33,3,Growing
13774.0,345.0,1,81,0,Inactive
13778.0,178.7,1,102,0,Inactive
13780.0,360.01,2,6,0,Inactive
13781.0,127.84,1,250,0,Inactive
13782.0,912.0,6,12,3,Growing
13784.0,2462.79,11,9,2,Loyal
13786.0,230.4,1,366,0,Inactive
13787.0,309.04,2,75,0,Inactive
13790.0,348.8,1,3,0,Inactive
13791.0,1516.0,2,127,1,Churn Risk
13792.0,195.55,2,65,0,Inactive
13799.0,688.86,2,116,3,Growing
13800.0,558.32,1,309,0,Inactive
13801.0,324.8,1,66,0,Inactive
13803.0,277.07,1,254,0,Inactive
13804.0,2635.79,7,30,2,Loyal
13805.0,924.6,2,51,3,Growing
13806.0,256.38,1,63,0,Inactive
13807.0,112.6,1,366,0,Inactive
13808.0,1747.66,5,5,1,Churn Risk
13809.0,155.05,1,304,0,Inactive
13810.0,1499.01,3,28,1,Churn Risk
13811.0,814.5,3,183,3,Growing
13812.0,539.0,3,41,0,Inactive
13813.0,1366.86,4,39,1,Churn Risk
13814.0,1579.12,2,91,1,Churn Risk
13816.0,571.6700000000001,2,23,0,Inactive
13817.0,382.98,2,28,0,Inactive
13819.0,1140.35,3,301,3,Growing
13821.0,385.64,2,144,0,Inactive
13822.0,632.0,2,5,3,Growing
13823.0,957.66,2,18,3,Growing
13824.0,1698.94,5,32,1,Churn Risk
13826.0,189.5,1,175,0,Inactive
13827.0,412.05,3,57,0,Inactive
13828.0,209.49,1,21,0,Inactive
13831.0,2202.99,6,15,1,Churn Risk
13832.0,52.2,1,18,0,Inactive
13833.0,384.8,1,158,0,Inactive
13835.0,834.57,4,24,3,Growing
13837.0,271.24,2,211,0,Inactive
13838.0,691.73,4,5,3,Growing
13841.0,85.0,1,252,0,Inactive
13842.0,3385.62,9,58,2,Loyal
13844.0,361.62,1,10,0,Inactive
13845.0,312.98,1,64,0,Inactive
13846.0,865.0600000000001,3,24,3,Growing
13848.0,1255.0,3,91,3,Growing
13849.0,1537.95,2,51,1,Churn Risk
13850.0,1595.48,1,128,1,Churn Risk
13851.0,2651.46,3,95,2,Loyal
13853.0,1090.14,1,56,3,Growing
13856.0,388.5,3,168,0,Inactive
13858.0,216.17,1,56,0,Inactive
13859.0,201.16,1,325,0,Inactive
13860.0,1245.9,5,0,3,Growing
13862.0,2209.36,8,17,1,Churn Risk
13863.0,305.78,1,247,0,Inactive
13865.0,501.56,4,57,0,Inactive
13866.0,145.67000000000002,1,73,0,Inactive
13867.0,1015.29,3,30,3,Growing
13868.0,3192.54,2,6,2,Loyal
13869.0,3104.95,4,122,2,Loyal
13870.0,2770.94,8,1,2,Loyal
13873.0,389.6,3,119,0,Inactive
13874.0,540.45,1,357,0,Inactive
13875.0,1786.79,5,53,1,Churn Risk
13876.0,122.7,1,63,0,Inactive
13877.0,117.24,1,85,0,Inactive
13878.0,1281.53,1,54,3,Growing
13880.0,3219.77,13,20,2,Loyal
13882.0,1191.13,5,2,3,Growing
13883.0,2674.48,5,10,2,Loyal
13884.0,787.6,5,6,3,Growing
13885.0,506.8,2,188,0,Inactive
13886.0,243.56,1,70,0,Inactive
13887.0,349.55,1,203,0,Inactive
13888.0,605.63,2,119,0,Inactive
13889.0,416.9,1,92,0,Inactive
13890.0,1883.81,10,0,1,Churn Risk
13892.0,632.97,4,26,3,Growing
13893.0,821.1,1,297,3,Growing
13894.0,564.62,3,23,0,Inactive
13895.0,2593.07,4,27,2,Loyal
13897.0,311.16,1,49,0,Inactive
13898.0,155.93,1,325,0,Inactive
13899.0,388.52,2,15,0,Inactive
13900.0,740.95,3,182,3,Growing
13901.0,2867.2,5,71,2,Loyal
13904.0,332.64,2,36,0,Inactive
13908.0,2369.55,4,79,1,Churn Risk
13911.0,2580.91,9,56,2,Loyal
13914.0,626.45,2,11,3,Growing
13917.0,272.04,2,49,0,Inactive
13918.0,1212.84,2,49,3,Growing
13919.0,384.81,2,58,0,Inactive
13922.0,172.25,1,351,0,Inactive
13923.0,351.13,1,53,0,Inactive
13924.0,1838.85,6,1,1,Churn Risk
13925.0,678.25,4,92,3,Growing
13926.0,223.85,1,22,0,Inactive
13927.0,348.99,1,74,0,Inactive
13928.0,464.57,4,10,0,Inactive
13929.0,842.65,2,168,3,Growing
13930.0,337.34,2,57,0,Inactive
13931.0,1237.53,2,95,3,Growing
13932.0,307.4,1,294,0,Inactive
13933.0,608.7900000000001,2,108,3,Growing
13934.0,922.1,1,263,3,Growing
13936.0,376.58,1,179,0,Inactive
13937.0,158.85,1,168,0,Inactive
13938.0,71.66,1,34,0,Inactive
13939.0,568.55,3,22,0,Inactive
13940.0,839.14,4,16,3,Growing
13946.0,561.5699999999999,3,78,0,Inactive
13947.0,90.6,1,64,0,Inactive
13948.0,102.0,1,360,0,Inactive
13949.0,2427.32,6,2,2,Loyal
13950.0,745.06,4,10,3,Growing
13951.0,674.45,3,175,3,Growing
13952.0,3251.071,2,217,2,Loyal
13953.0,3515.68,7,6,2,Loyal
13954.0,439.92,2,1,0,Inactive
13955.0,322.96,2,153,0,Inactive
13956.0,1026.42,5,4,3,Growing
13959.0,598.2,3,78,0,Inactive
13960.0,230.22,2,20,0,Inactive
13962.0,169.55,2,21,0,Inactive
13963.0,664.54,4,307,3,Growing
13967.0,80.7,1,145,0,Inactive
13971.0,2758.26,8,18,2,Loyal
13972.0,190.25,2,70,0,Inactive
13973.0,264.7,1,286,0,Inactive
13974.0,413.59,1,48,0,Inactive
13975.0,2526.28,6,30,2,Loyal
13976.0,357.98,1,206,0,Inactive
13978.0,196.79,2,14,0,Inactive
13979.0,869.87,1,72,3,Growing
13980.0,200.14,1,59,0,Inactive
13982.0,1871.81,4,38,1,Churn Risk
13983.0,2603.43,12,29,2,Loyal
13984.0,920.51,5,26,3,Growing
13986.0,320.46,1,16,0,Inactive
13989.0,1266.08,2,65,3,Growing
13990.0,311.3,1,212,0,Inactive
13991.0,855.97,6,11,3,Growing
13992.0,76.8,1,29,0,Inactive
13993.0,3466.36,9,42,2,Loyal
13994.0,2313.14,6,3,1,Churn Risk
13995.0,1393.69,5,14,1,Churn Risk
14000.0,635.66,1,210,3,Growing
14001.0,2043.08,3,45,1,Churn Risk
14002.0,529.73,2,133,0,Inactive
14005.0,2874.72,5,9,2,Loyal
14006.0,962.19,3,115,3,Growing
14009.0,695.61,2,197,3,Growing
14012.0,328.8,1,277,0,Inactive
14013.0,473.02,3,109,0,Inactive
14014.0,505.18,1,76,0,Inactive
14015.0,917.34,1,52,3,Growing
14019.0,1421.61,3,46,1,Churn Risk
14020.0,642.8,2,16,3,Growing
14021.0,631.9,3,154,3,Growing
14022.0,440.0,1,224,0,Inactive
14023.0,584.07,2,6,0,Inactive
14024.0,327.7,2,121,0,Inactive
14027.0,104.82,1,60,0,Inactive
14029.0,467.66,2,62,0,Inactive
14030.0,2360.09,8,17,1,Churn Risk
14032.0,2975.59,11,1,2,Loyal
14034.0,651.8199999999999,3,21,3,Growing
14035.0,1428.02,5,28,1,Churn Risk
14036.0,626.65,1,284,3,Growing
14037.0,147.20000000000002,2,175,0,Inactive
14038.0,1560.38,3,77,1,Churn Risk
14039.0,152.2,1,32,0,Inactive
14040.0,3614.92,12,40,2,Loyal
14041.0,141.41,1,265,0,Inactive
14044.0,652.82,4,26,3,Growing
14045.0,1659.75,4,108,1,Churn Risk
14046.0,154.99,1,283,0,Inactive
14047.0,1308.61,5,8,3,Growing
14048.0,409.93,1,304,0,Inactive
14050.0,746.36,2,31,3,Growing
14052.0,225.36,1,19,0,Inactive
14053.0,260.25,2,123,0,Inactive
14054.0,92.46,1,64,0,Inactive
14055.0,725.6400000000001,1,105,3,Growing
14059.0,183.6,1,266,0,Inactive
14064.0,1353.74,5,28,3,Growing
14066.0,152.55,1,266,0,Inactive
14067.0,374.7,2,63,0,Inactive
14068.0,265.85,1,319,0,Inactive
14071.0,1438.82,8,3,1,Churn Risk
14073.0,151.04,1,31,0,Inactive
14075.0,942.26,3,4,3,Growing
14076.0,122.47,1,128,0,Inactive
14077.0,499.42,5,40,0,Inactive
14078.0,1049.37,6,101,3,Growing
14079.0,375.1,1,124,0,Inactive
14080.0,45.6,1,32,0,Inactive
14081.0,934.52,2,301,3,Growing
14082.0,182.25,1,364,0,Inactive
14083.0,1018.43,9,3,3,Growing
14087.0,194.42,1,2,0,Inactive
14089.0,161.0,1,56,0,Inactive
14090.0,76.32000000000001,1,324,0,Inactive
14093.0,442.85,1,11,0,Inactive
14098.0,147.35,1,36,0,Inactive
14099.0,3104.17,11,15,2,Loyal
14100.0,194.9,1,137,0,Inactive
14102.0,1360.28,5,4,1,Churn Risk
14104.0,216.21,2,154,0,Inactive
14105.0,1266.23,1,238,3,Growing
14107.0,2703.23,7,51,2,Loyal
14108.0,597.91,2,30,3,Growing
14109.0,144.2,1,72,0,Inactive
14111.0,692.85,4,13,3,Growing
14112.0,2915.15,7,22,2,Loyal
14113.0,1840.42,4,3,1,Churn Risk
14114.0,386.53,2,273,0,Inactive
14116.0,1382.74,5,19,1,Churn Risk
14117.0,90.0,1,143,0,Inactive
14121.0,2780.15,4,3,2,Loyal
14124.0,419.58,1,83,0,Inactive
14125.0,2740.43,3,10,2,Loyal
14126.0,706.1300000000001,3,7,3,Growing
14127.0,709.71,3,122,3,Growing
14128.0,637.5,2,60,3,Growing
14129.0,1123.86,5,1,3,Growing
14130.0,483.86,1,318,0,Inactive
14132.0,3586.03,11,1,2,Loyal
14133.0,605.64,3,129,0,Inactive
14138.0,982.38,2,1,3,Growing
14139.0,415.82,1,45,0,Inactive
14140.0,935.05,2,3,3,Growing
14141.0,915.13,4,2,3,Growing
14142.0,311.81,1,372,0,Inactive
14143.0,115.8,1,133,0,Inactive
14147.0,483.4,2,77,0,Inactive
14148.0,157.2,1,233,0,Inactive
14149.0,446.62,1,220,0,Inactive
14150.0,658.64,2,35,3,Growing
14152.0,621.29,2,74,3,Growing
14154.0,1345.62,2,238,3,Growing
14155.0,118.75,1,265,0,Inactive
14157.0,432.88,2,19,0,Inactive
14158.0,507.66,1,39,0,Inactive
14161.0,1110.52,3,215,3,Growing
14162.0,289.36,2,173,0,Inactive
14163.0,2445.91,4,86,2,Loyal
14164.0,1631.77,2,70,1,Churn Risk
14165.0,122.54,1,275,0,Inactive
14167.0,574.84,4,38,0,Inactive
14171.0,363.79,1,97,0,Inactive
14173.0,450.84,4,10,0,Inactive
14174.0,134.46,1,32,0,Inactive
14175.0,3222.3,3,59,2,Loyal
14176.0,576.9000000000001,4,296,0,Inactive
14177.0,559.41,4,85,0,Inactive
14178.0,1620.93,7,8,1,Churn Risk
14179.0,719.78,2,40,3,Growing
14184.0,452.89,1,66,0,Inactive
14185.0,197.65,1,330,0,Inactive
14188.0,2054.36,6,30,1,Churn Risk
14193.0,853.39,2,67,3,Growing
14195.0,1012.0,2,201,3,Growing
14196.0,335.52,1,106,0,Inactive
14198.0,701.4,4,17,3,Growing
14199.0,185.4,1,217,0,Inactive
14201.0,747.44,7,59,3,Growing
14204.0,161.03,1,1,0,Inactive
14205.0,466.7,2,16,0,Inactive
14206.0,328.16,1,238,0,Inactive
14208.0,151.74,1,94,0,Inactive
14209.0,2073.43,6,10,1,Churn Risk
14210.0,1905.84,6,105,1,Churn Risk
14211.0,2241.1,9,52,1,Churn Risk
14212.0,1070.48,1,89,3,Growing
14214.0,1004.38,5,30,3,Growing
14215.0,1789.72,6,11,1,Churn Risk
14216.0,1839.3,4,2,1,Churn Risk
14217.0,2004.98,17,1,1,Churn Risk
14218.0,169.48000000000002,1,42,0,Inactive
14219.0,89.94,1,3,0,Inactive
14220.0,632.4,2,246,3,Growing
14221.0,3432.8,9,41,2,Loyal
14222.0,683.17,1,176,3,Growing
14223.0,991.13,3,91,3,Growing
14224.0,1050.12,4,109,3,Growing
14226.0,2232.19,5,28,1,Churn Risk
14227.0,3350.96,10,25,2,Loyal
14229.0,1547.2,3,51,1,Churn Risk
14231.0,925.71,3,183,3,Growing
14232.0,2048.07,5,42,1,Churn Risk
14233.0,1462.72,4,48,1,Churn Risk
14234.0,775.46,4,21,3,Growing
14235.0,3144.86,5,74,2,Loyal
14236.0,490.86,2,80,0,Inactive
14237.0,161.0,1,372,0,Inactive
14238.0,146.85,1,325,0,Inactive
14239.0,2380.85,11,42,2,Loyal
14240.0,890.34,2,29,3,Growing
14241.0,213.7,1,183,0,Inactive
14242.0,280.55,2,234,0,Inactive
14243.0,2588.77,10,8,2,Loyal
14245.0,1693.45,2,219,1,Churn Risk
14246.0,1474.06,3,110,1,Churn Risk
14247.0,136.76999999999998,1,277,0,Inactive
14248.0,302.58,1,317,0,Inactive
14250.0,1904.05,3,6,1,Churn Risk
14251.0,2879.7000000000003,5,1,2,Loyal
14256.0,969.06,2,259,3,Growing
14257.0,3099.7200000000003,5,63,2,Loyal
14259.0,120.0,1,141,0,Inactive
14261.0,1163.45,2,50,3,Growing
14262.0,2618.23,8,7,2,Loyal
14264.0,333.97,2,154,0,Inactive
14265.0,530.18,2,108,0,Inactive
14267.0,1516.24,3,162,1,Churn Risk
14270.0,492.65,1,331,0,Inactive
14271.0,112.32,1,225,0,Inactive
14272.0,437.96,2,73,0,Inactive
14273.0,559.97,4,50,0,Inactive
14276.0,1119.74,3,98,3,Growing
14280.0,134.04,1,196,0,Inactive
14284.0,595.25,2,30,0,Inactive
14285.0,1910.01,4,20,1,Churn Risk
14287.0,176.63,3,7,0,Inactive
14288.0,426.6,1,212,0,Inactive
14289.0,911.26,6,8,3,Growing
14290.0,2314.65,5,10,1,Churn Risk
14293.0,1046.56,4,2,3,Growing
14295.0,166.20000000000002,1,39,0,Inactive
14297.0,1305.33,4,17,3,Growing
14300.0,43.2,1,18,0,Inactive
14301.0,640.14,1,116,3,Growing
14304.0,383.45,1,222,0,Inactive
14305.0,1858.96,3,70,1,Churn Risk
14306.0,2093.32,2,50,1,Churn Risk
14307.0,2995.72,6,88,2,Loyal
14309.0,2352.53,9,7,1,Churn Risk
14311.0,310.26,1,242,0,Inactive
14312.0,1611.59,6,46,1,Churn Risk
14314.0,120.0,1,106,0,Inactive
14315.0,2481.13,6,44,2,Loyal
14317.0,508.58,1,64,0,Inactive
14320.0,477.79,2,206,0,Inactive
14321.0,1530.75,5,10,1,Churn Risk
14323.0,605.0600000000001,2,114,0,Inactive
14326.0,183.85,1,241,0,Inactive
14327.0,311.65,1,162,0,Inactive
14331.0,462.66,2,123,0,Inactive
14332.0,866.31,3,22,3,Growing
14333.0,415.2,1,67,0,Inactive
14334.0,2552.21,8,16,2,Loyal
14335.0,468.26,2,15,0,Inactive
14336.0,1614.91,4,16,1,Churn Risk
14338.0,588.22,2,160,0,Inactive
14339.0,309.52,1,242,0,Inactive
14340.0,134.7,1,218,0,Inactive
14341.0,2182.28,8,44,1,Churn Risk
14342.0,668.5600000000001,4,20,3,Growing
14344.0,889.9300000000001,8,126,3,Growing
14345.0,108.98,1,38,0,Inactive
14346.0,1021.58,2,120,3,Growing
14348.0,409.57,1,259,0,Inactive
14349.0,133.5,1,9,0,Inactive
14350.0,282.93,1,273,0,Inactive
14351.0,51.0,1,164,0,Inactive
14352.0,1078.96,4,156,3,Growing
14353.0,90.6,1,214,0,Inactive
14354.0,163.62,2,5,0,Inactive
14355.0,174.4,1,365,0,Inactive
14356.0,701.23,2,79,3,Growing
14357.0,225.77,1,42,0,Inactive
14359.0,912.18,3,18,3,Growing
14360.0,2128.23,4,31,1,Churn Risk
14362.0,161.2,1,21,0,Inactive
14368.0,155.0,1,319,0,Inactive
14371.0,100.5,1,294,0,Inactive
14373.0,76.55,1,357,0,Inactive
14375.0,257.68,1,184,0,Inactive
14377.0,617.05,2,190,3,Growing
14379.0,348.1,2,43,0,Inactive
14381.0,202.68,1,51,0,Inactive
14382.0,626.0699999999999,1,25,3,Growing
14383.0,1247.69,3,37,3,Growing
14385.0,202.11,3,8,0,Inactive
14386.0,142.4,1,296,0,Inactive
14387.0,1770.56,3,32,1,Churn Risk
14388.0,3212.84,8,9,2,Loyal
14389.0,1043.46,2,64,3,Growing
14393.0,67.95,1,217,0,Inactive
14395.0,3507.71,9,1,2,Loyal
14396.0,487.99,2,64,0,Inactive
14397.0,2612.96,19,2,2,Loyal
14400.0,574.7,1,148,0,Inactive
14403.0,1475.81,4,129,1,Churn Risk
14404.0,1474.32,6,33,1,Churn Risk
14406.0,156.75,1,118,0,Inactive
14407.0,2157.73,6,106,1,Churn Risk
14408.0,2606.53,7,10,2,Loyal
14409.0,2059.4500000000003,6,70,1,Churn Risk
14410.0,1105.07,9,91,3,Growing
14411.0,1063.0,1,310,3,Growing
14412.0,770.03,2,42,3,Growing
14413.0,122.7,1,361,0,Inactive
14414.0,1496.98,7,91,1,Churn Risk
14416.0,490.22,2,21,0,Inactive
14418.0,1937.25,3,3,1,Churn Risk
14419.0,1058.06,6,10,3,Growing
14420.0,387.52,1,98,0,Inactive
14421.0,813.11,2,56,3,Growing
14423.0,265.2,1,217,0,Inactive
14424.0,322.08,1,17,0,Inactive
14427.0,363.34,2,49,0,Inactive
14428.0,1244.83,5,6,3,Growing
14431.0,470.36,1,302,0,Inactive
14432.0,2255.51,6,9,1,Churn Risk
14434.0,1372.8,6,21,1,Churn Risk
14436.0,89.06,1,98,0,Inactive
14437.0,63.0,1,365,0,Inactive
14438.0,131.9,1,305,0,Inactive
14439.0,2661.24,1,319,2,Loyal
14440.0,2357.6800000000003,5,7,1,Churn Risk
14441.0,1712.89,4,0,1,Churn Risk
14442.0,1589.82,2,204,1,Churn Risk
14443.0,1420.2,4,53,1,Churn Risk
14446.0,1039.58,4,0,3,Growing
14447.0,1163.23,5,18,3,Growing
14448.0,375.35,2,8,0,Inactive
14449.0,907.1,4,18,3,Growing
14450.0,483.25,3,180,0,Inactive
14451.0,662.59,2,59,3,Growing
14452.0,264.44,2,10,0,Inactive
14453.0,119.93,1,189,0,Inactive
14456.0,3062.4,9,4,2,Loyal
14457.0,113.64,1,310,0,Inactive
